Umsteigebauwerke,,,,,,,,,,,,,
,,,,,,,,,,,,,
Typ,Nr.,Name,Umsteigebauwerk_niveau  ,X,Y,Exportnummer,HAFAS-Nr.,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,1,4593613,5811002,9746251,,,,,,,
Zwischenpunkt,12,"Zugangsbereich, Stufe zum Zugang Kiepertplatz",1,4593616,5810940,9746262,,,,,,,
Zwischenpunkt,9,"Unterführung, Treppe zum Bahnsteig",-1,4593634,5810949,9746259,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe zur Unterführung",1,4593629,5810961,9746258,,,,,,,
Zugang und ÖV,7,Bushaltestelle Bahnhofsvorplatz 1.Position,0,4593599,5810997,9746257,,,,,,,
Zwischenpunkt,11,"Zugangsbereich, Treppe zur Unterführung",1,4593617,5810941,9746261,,,,,,,
Zugang und ÖV,4,Bushaltestelle Bahnhofsvorplatz 4. Position,0,4593619,5810917,9746254,,,,,,,
,,,,,,,,,,,,,
Bauwerk,244,S Attilastr.,,4592610,5813530,68301,9068301,,,,,,
Zugang und ÖV,7,Bushaltestelle  Attilastraße vor Reutlinger Straße,0,4592597,5813457,9746207,,,,,,,
Zugang,2,Zugang Attilastraße/Ringstraße,0,4592663,5813534,9746202,,,,,,,
Zwischenpunkt,9,"Durchgang, Treppe zum Bahnsteig",0,4592655,5813530,9746209,,,,,,,
Zugang und ÖV,6,Bushaltestelle  Attilastraße hinter Steglitzer Damm,0,4592568,5813466,9746206,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,1,4592632,5813594,9746201,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe zum Durchgang",1,4592648,5813548,9746208,,,,,,,
Zugang und ÖV,5,Bushaltestelle Steglitzer Damm vor Attilastraße,0,4592570,5813525,9746205,,,,,,,
Zugang,3,Zugang Attilastraße/Steglitzer Damm,0,4592641,5813520,9746203,,,,,,,
Zugang und ÖV,4,Bushaltestelle Steglitzer Damm hinter Attilastraße,0,4592599,5813530,9746204,,,,,,,
,,,,,,,,,,,,,
Bauwerk,246,S Buckower Chaussee,,4594260,5809510,72101,9072101,,,,,,
Zugang,4,Zugang (Rampe) Buckower Chaussee zu Gleis 2,0,4594182,5809539,9746104,,,,,,,
Zugang,5,Zugang (Rampe) Park+Ride/Buckower Chaussee zu Gleis 2,0,4594265,5809352,9746105,,,,,,,
Zwischenpunkt,13,"Überführung, Treppe zum Bahnsteig Gleis 1",2,4594220,5809396,9746113,,,,,,,
Zugang,3,Zugang (Rampe) Buckower Chaussee zu Gleis 1,0,4594169,5809535,9746103,,,,,,,
Zwischenpunkt,14,"Überführung, Treppe zum Bahnsteig Gleis 2",2,4594235,5809397,9746114,,,,,,,
Zwischenpunkt,8,"Bahnsteig Gleis 1, Rampe zum Zugang Buckower Chaussee",1,4594176,5809517,9746108,,,,,,,
ÖV,1,"Bahnsteig Gleis 1, Richtung Lichtenrade",1,4594210,5809428,9746101,,,,,,,
Zwischenpunkt,10,"Bahnsteig Gleis 2, Rampe zum Zugang Buckower Chaussee",1,4594188,5809521,9746110,,,,,,,
ÖV,2,"Bahnsteig Gleis 2, Richtung Potsdamer Platz",1,4594221,5809433,9746102,,,,,,,
Zwischenpunkt,9,"Bahnsteig Gleis 1, Treppe zur Überführung",1,4594215,5809409,9746109,,,,,,,
Zugang und ÖV,7,Bushaltestelle Buckower Chaussee vor dem Bahnübergang,0,4594252,5809579,9746107,,,,,,,
Zwischenpunkt,12,"Bahnsteig Gleis 2, Treppe zur Überführung",1,4594242,5809380,9746112,,,,,,,
Zugang und ÖV,6,Bushaltestelle Buckower Chaussee hinter dem Bahnübergang,0,4594232,5809552,9746106,,,,,,,
Zwischenpunkt,11,"Bahnsteig Gleis 2, Rampe zum Zugang Park+Ride/Buckower Chaussee",1,4594258,5809358,9746111,,,,,,,
,,,,,,,,,,,,,
Bauwerk,245,S Südende,,4592140,5813730,63452,9063452,,,,,,
Zugang und ÖV,5,Bushaltestelle Steglitzer Damm hinter Grabertstraße,0,4592078,5813766,9746155,,,,,,,
Zwischenpunkt,8,"Bahnhofshalle, Treppe zum Bahnsteig",1,4592161,5813708,9746158,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",-1,4592144,5813672,9746151,,,,,,,
Zugang,3,Zugang (Rampe) Steglitzer Damm/Crailsheimer Str.,0,4592163,5813720,9746153,,,,,,,
Zugang und ÖV,12,Bushaltestelle Steglitzer Damm gegenüber Crailsheimer Straße,0,4592251,5813726,9746162,,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zur Bahnhofshalle",-1,4592159,5813703,9746156,,,,,,,
Zwischenpunkt,10,"Bahnofshalle, Stufe zum Zugang Steglitzer Damm/Buhrowstr.",1,4592159,5813715,9746160,,,,,,,
Zugang und ÖV,4,Bushaltestelle Steglitzer Damm hinter Buhrowstraße,0,4592152,5813723,9746154,,,,,,,
Zugang,2,Zugang (Stufe) Steglitzer Damm/Buhrowstr.,0,4592156,5813716,9746152,,,,,,,
Zwischenpunkt,9,"Bahnhofshalle, Aufzug zum Bahnsteig",1,4592166,5813712,9746159,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zur Bahnhofshalle",-1,4592165,5813710,9746157,,,,,,,
Zwischenpunkt,11,"Bahnhofshalle, Rampe zum Zugang Steglitzer Damm/Crailsheimer Str.",1,4592163,5813719,9746161,,,,,,,
,,,,,,,,,,,,,
Bauwerk,247,S Lichtenrade,,4595200,5806900,74201,9074201,,,,,,
Zugang und ÖV,3,Bushaltestelle Bahnhofstraße vor Wünsdorfer Straße,0,4595151,5806854,9746053,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Rampe zum Zugang Prinzessinenstraße/Bahnhofstraße",1,4595194,5806872,9746059,,,,,,,
Zugang und ÖV,6,Bushaltestelle Bahnhofstraße vor Briesingstraße,0,4595280,5806843,9746056,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,1,4595177,5806920,9746051,,,,,,,
Zugang und ÖV,7,Bushaltestelle Bahnhofstraße vor Briesingstraße,0,4595302,5806842,9746057,,,,,,,
Zugang und ÖV,8,Bushaltestelle Bahnhofstraße in der Wendekehre,0,4595246,5806824,9746058,,,,,,,
Zugang und ÖV,5,Bushaltestelle Bahnhofstraße hinter Steinstraße,0,4595269,5806856,9746055,,,,,,,
Zugang und ÖV,4,Bushaltestelle Bahnhofstraße vor Wünsdorfer Straße,0,4595120,5806854,9746054,,,,,,,
Zugang,2,Zugang (Rampe) Prinzessinenstraße/Bahnhofstraße,0,4595201,5806857,9746052,,,,,,,
,,,,,,,,,,,,,
Bauwerk,248,S Lankwitz,,4591470,5812560,67221,9067221,,,,,,
Zugang und ÖV,5,Bushaltestelle Leonorenstraße hinter Bernkasteler Straße,0,4591480,5812577,9746005,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Treppe zur Unterführung",1,4591388,5812603,9746009,,,,,,,
Zugang und ÖV,6,Bushaltestelle Leonorenstraße vor Bernkasteler Straße,0,4591516,5812545,9746006,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Rampe zum Zugang Kaulbachstraße/Brucknerstraße",1,4591324,5812555,9746008,,,,,,,
Zugang und ÖV,7,Bushaltestelle Vorplatz Rathaus Lankwitz Leonorenstraße,0,4591454,5812608,9746007,,,,,,,
Zugang,3,Zugang Kaulbachstraße/Leonorenstraße,0,4591393,5812621,9746003,,,,,,,
Zwischenpunkt,10,"Unterführung, Treppe zum Bahnsteig",0,4591397,5812613,9746010,,,,,,,
Zugang,2,Zugang (Rampe) Kaulbachstraße/Brucknerstraße,0,4591321,5812559,9746002,,,,,,,
Zugang,4,Zugang Charlottenstraße/Leonorenstraße,0,4591419,5812598,9746004,,,,,,,
ÖV,1,"Bahnsteig Gleis 2, S-Bahn",1,4591358,5812572,9746001,,,,,,,
,,,,,,,,,,,,,
Bauwerk,249,S Schichauweg,,4594730,5808140,74202,9074202,,,,,,
Zugang und ÖV,11,Bushaltestelle Wünsdorfer Straße vor Barnetstraße,0,4594665,5808115,9745961,,,,,,,
Zwischenpunkt,29,"Zugangsbereich Barnetstraße/Wünsdorfer Straße, Aufzug zum Bahnsteig Gleis 2",0,4594692,5808144,9745979,,,,,,,
Zwischenpunkt,16,"Bahnsteig Gleis 1, Fahrtreppe vom Zugangsbereich Barnetstraße/Wünsdorfer Straße",1,4594679,5808118,9745966,,,,,,,
Zwischenpunkt,24,"Zugangsbereich Schichauweg/Barnetstraße, Aufzug zum Bahnsteig Gleis 1",0,4594654,5808172,9745974,,,,,,,
Zugang,7,Zugang (Treppe) Eisnerstraße/Kettinger Straße (zu Gleis 1),0,4594608,5808283,9745957,,,,,,,
Zwischenpunkt,18,"Bahnsteig Gleis 2, Treppe zum Zugangsbereich Schichauweg/Barnetstraße",1,4594664,5808196,9745968,,,,,,,
Zwischenpunkt,25,"Zugangsbereich Schichauweg/Barnetstraße, Fahrtreppe zum Bahnsteig Gleis2",0,4594674,5808183,9745975,,,,,,,
Zwischenpunkt,22,"Zugangsbereich Schichauweg/Barnetstraße, Treppe zum Bahnsteig Gleis 1",0,4594658,5808173,9745972,,,,,,,
Zwischenpunkt,13,"Bahnsteig Gleis 1, Treppe zum Zugangsbereich Schichauweg/Barnetstraße",1,4594652,5808191,9745963,,,,,,,
Zugang,3,Zugang Schichauweg/Barnetstraße (zu Gleis 1),0,4594660,5808167,9745953,,,,,,,
Zwischenpunkt,12,"Bahnsteig Gleis 1, Treppe zum Zugang Eisnerstraße/Kettinger Straße",1,4594617,5808269,9745962,,,,,,,
Zwischenpunkt,27,"Zugangsbereich Barnetstraße/Wünsdorfer Straße, Treppe zum Bahnsteig Gleis 2",0,4594687,5808141,9745977,,,,,,,
Zwischenpunkt,26,"Zugangsbereich Barnetstraße/Wünsdorfer Straße, Treppe zum Bahnsteig Gleis 1",0,4594675,5808136,9745976,,,,,,,
Zwischenpunkt,17,"Bahnsteig Gleis 2, Treppe zum Zugang Eisnerstraße/Kettinger Straße",1,4594635,5808275,9745967,,,,,,,
Zugang,4,Zugang Schichauweg/Barnetstraße (zu Gleis 2),0,4594677,5808173,9745954,,,,,,,
Zwischenpunkt,14,"Bahnsteig Gleis 1, Aufzug zum Zugangsbereich Schichauweg/Barnetstraße",1,4594653,5808176,9745964,,,,,,,
Zwischenpunkt,15,"Bahnsteig Gleis 1, Treppe zum Zugangsbereich Barnetstraße/Wünsdorfer Straße",1,4594682,5808119,9745965,,,,,,,
Zwischenpunkt,19,"Bahnsteig Gleis 2, Fahrtreppe vom Zugangsbereich Schichauweg/Barnetstraße",1,4594667,5808197,9745969,,,,,,,
Zwischenpunkt,21,"Bahnsteig Gleis 2, Aufzug zum Zugangsbereich Barnetstraße/Wünsdorfer Straße",1,4594693,5808142,9745971,,,,,,,
Zwischenpunkt,20,"Bahnsteig Gleis 2, Treppe zum Zugangsbereich Barnetstraße/Wünsdorfer Straße",1,4594695,5808124,9745970,,,,,,,
Zugang und ÖV,10,Bushaltestelle Barnetstraße hinter Wünsdorfer Straße,0,4594681,5808151,9745960,,,,,,,
Zwischenpunkt,28,"Zugangsbereich Barnetstraße/Wünsdorfer Straße, Fahrtreppe zum Bahnsteig Gleis 1",0,4594670,5808134,9745978,,,,,,,
Zugang,6,Zugang Barnetstraße/Wünsdorfer Straße (zu Gleis 2),0,4594686,5808149,9745956,,,,,,,
Zugang,5,Zugang Barnetstraße/Wünsdorfer Straße (zu Gleis 1),0,4594670,5808143,9745955,,,,,,,
Zugang und ÖV,9,Bushaltestelle Barnetstraße hinter Kettinger Straße,0,4594665,5808166,9745959,,,,,,,
Zugang,8,Zugang (Treppe) Eisnerstraße/Kettinger Straße (zu Gleis 2),0,4594620,5808360,9745958,,,,,,,
ÖV,1,"Bahnsteig Gleis 1, S-Bahn Richtung Blankenfelde",1,4594639,5808221,9745951,,,,,,,
ÖV,2,"Bahnsteig Gleis 2, S-Bahn Richtung Potsdamer Platz",1,4594651,5808227,9745952,,,,,,,
Zwischenpunkt,23,"Zugangsbereich Schichauweg/Barnetstraße, Treppe zum Bahnsteig Gleis 2",0,4594671,5808182,9745973,,,,,,,
,,,,,,,,,,,,,
Bauwerk,250,S Lichterfelde Ost Bhf,,4590480,5811470,64301,9064301,,,,,,
Zugang und ÖV,6,Bushaltestelle Lankwitzer Straße 2/3 vor Lorenzstraße,0,4590471,5811434,9745906,,,,,,,
Zwischenpunkt,8,"Bahnsteig Gleis 1+2, Aufzug zur Bahnhofshalle",1,4590397,5811513,9745908,,,,,,,
Zwischenpunkt,11,"Bahnhofshalle, Treppe zum Bahnsteig Gleis 4",0,4590445,5811484,9745911,,,,,,,
Zwischenpunkt,17,"Bahnsteig Gleis 3, Aufzug zur Bahnhofshalle",1,4590429,5811503,9745917,,,,,,,
Zwischenpunkt,19,"Bahnsteig Gleis 4, Treppe zur Bahnhofshalle",1,4590450,5811489,9745919,,,,,,,
ÖV,18,"Bahnsteig Gleis 4, Regionalbahn Richtung Berlin Hauptbahnhof",1,4590460,5811507,9745918,,,,,,,
ÖV,15,"Bahnsteig Gleis 3, Regionalbahn nach Süden",1,4590447,5811519,9745915,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",1,4590427,5811555,9745901,,,,,,,
Zugang,3,Zugang Lankwitzer Straße/Kranoldplatz,0,4590444,5811473,9745903,,,,,,,
Zwischenpunkt,12,"Bahnhofshalle, Treppe zum Bahnsteig Gleis 3",0,4590431,5811497,9745912,,,,,,,
Zugang,2,Zugang Jungfernstieg/Bahnhofstraße,0,4590389,5811518,9745902,,,,,,,
Zwischenpunkt,16,"Bahnsteig Gleis 3, Treppe zur Bahnhofshalle",1,4590435,5811502,9745916,,,,,,,
Zugang und ÖV,4,Bushaltestelle Lankwitzer Straße vor Kranoldplatz,0,4590418,5811430,9745904,,,,,,,
Zwischenpunkt,14,"Bahnhofshalle, Aufzug zum Bahnsteig Gleis 4",0,4590442,5811487,9745914,,,,,,,
Zwischenpunkt,13,"Bahnhofshalle, Aufzug zum Bahnsteig Gleis 3",0,4590428,5811500,9745913,,,,,,,
Zugang und ÖV,5,Bushaltestelle Lankwitzer Straße vor Kranoldplatz,0,4590437,5811452,9745905,,,,,,,
Zwischenpunkt,9,"Bahnhofshalle, Treppe zum Bahnsteig Gleis 1+2",0,4590410,5811531,9745909,,,,,,,
Zwischenpunkt,7,"Bahnsteig Gleis 1+2, Treppe zur Bahnhofshalle",1,4590415,5811538,9745907,,,,,,,
Zwischenpunkt,10,"Bahnhofshalle, Aufzug zum Bahnsteig Gleis 1+2",0,4590396,5811511,9745910,,,,,,,
Zwischenpunkt,20,"Bahnsteig Gleis 4, Aufzug zur Bahnhofshalle",1,4590445,5811489,9745920,,,,,,,
,,,,,,,,,,,,,
Bauwerk,251,S Osdorfer Str.,,4589520,5810240,64256,9064256,,,,,,
Zugang und ÖV,6,Bushaltestelle Osdorfer Straße hinter Blanckertzweg,0,4589539,5810203,9745856,,,,,,,
Zugang und ÖV,7,Bushaltestelle Osdorfer Straße gegenüber Blanckertzweg,0,4589555,5810131,9745857,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Treppe zum Durchgang",1,4589553,5810367,9745859,,,,,,,
Zwischenpunkt,10,"Durchgang, Treppe zum Bahnsteig",0,4589556,5810375,9745860,,,,,,,
Zwischenpunkt,12,"Bahnsteig, Aufzug zum Zugangsbereich Osdorfer Straße (mit Aufzug)",1,4589506,5810278,9745862,,,,,,,
Zwischenpunkt,16,"Zugangsbereich Osdorfer Straße (nur Treppe), Treppe zum Bahnsteig",0,4589467,5810232,9745866,,,,,,,
Zwischenpunkt,14,"Zugangsbereich Osdorfer Straße (mit Aufzug), Treppe zum Bahnsteig",0,4589504,5810292,9745864,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",1,4589539,5810334,9745851,,,,,,,
Zwischenpunkt,13,"Bahnsteig, Treppe zum Zugangsbereich Osdorfer Str. (nur Treppe)",1,4589472,5810239,9745863,,,,,,,
Zugang,5,Zugang Osdorfer Straße (nur über Treppe),0,4589480,5810249,9745855,,,,,,,
Zugang und ÖV,8,Bushaltestelle Osdorfer Straße in höhe der Hausnummer 9,0,4589428,5810338,9745858,,,,,,,
Zwischenpunkt,11,"Bahnsteig, Treppe zum Zugangsbereich Osdorfer Straße (mit Aufzug)",1,4589509,5810301,9745861,,,,,,,
Zwischenpunkt,15,"Zugangsbereich Osdorfer Straße (mit Aufzug), Aufzug zum Bahnsteig",0,4589507,5810280,9745865,,,,,,,
Zugang,4,Zugang Osdorfer Straße (mit Aufzug + Treppe),0,4589494,5810270,9745854,,,,,,,
Zugang,2,Zugang Hildburghauser Straße,0,4589531,5810382,9745852,,,,,,,
Zugang,3,Zugang Blanckertsweg/Hildburghauser Straße,0,4589596,5810370,9745853,,,,,,,
,,,,,,,,,,,,,
Bauwerk,252,S Lichterfelde Süd,,4589230,5809400,64201,9064201,,,,,,
Zwischenpunkt,19,"Durchgang, Aufzug zum Zugangsbereich Fürstenstraße",-1,4589156,5809435,9745819,,,,,,,
Zugang und ÖV,8,Bussteig Fürstenstraße hinter Feldstraße,0,4589150,5809451,9745808,,,,,,,
Zugang und ÖV,6,Bussteig Réaumurstraße hinter Celsiusstraße,0,4589340,5809444,9745806,,,,,,,
Zwischenpunkt,12,"Unterführung, Treppe zum Zugang Westfalenring",-1,4589111,5809256,9745812,,,,,,,
Zwischenpunkt,17,"Durchgang, Rampe zum Zugang Réaumurstraße",-1,4589219,5809422,9745817,,,,,,,
Zugang und ÖV,5,Bussteig Réaumurstraße vor Bahngelände,0,4589318,5809435,9745805,,,,,,,
Zugang,4,Zugang (Treppe) Westfalenring,0,4589107,5809257,9745804,,,,,,,
Zugang,3,Zugang (Rampe) Réaumurstraße,0,4589277,5809435,9745803,,,,,,,
Zwischenpunkt,10,"Bahnsteig, Treppe zur Unterführung",0,4589143,5809255,9745810,,,,,,,
Zwischenpunkt,14,"Bahnsteig, Aufzug zum Durchgang",0,4589201,5809410,9745814,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",0,4589172,5809343,9745801,,,,,,,
Zwischenpunkt,21,"Zugangsbereich Fürstenstraße, Aufzug zum Durchgang",0,4589153,5809437,9745821,,,,,,,
Zugang und ÖV,7,Bussteig Fürstenstraße,0,4589156,5809425,9745807,,,,,,,
Zwischenpunkt,20,"Zugangsbereich Fürstenstraße, Treppe zum Durchgang",0,4589152,5809434,9745820,,,,,,,
Zugang,2,Zugang Fürstenstraße,0,4589150,5809436,9745802,,,,,,,
Zwischenpunkt,18,"Durchgang, Treppe zum Zugangsbereich Fürstenstraße",-1,4589154,5809433,9745818,,,,,,,
Zwischenpunkt,11,"Unterführung, Treppe zum Bahnsteig",-1,4589142,5809251,9745811,,,,,,,
Zwischenpunkt,13,"Bahnsteig, Treppe zum Durchgang",0,4589197,5809409,9745813,,,,,,,
Zwischenpunkt,15,"Durchgang, Treppe zum Bahnsteig",-1,4589196,5809412,9745815,,,,,,,
Zwischenpunkt,16,"Durchgang, Aufzug zum Bahnsteig",-1,4589201,5809413,9745816,,,,,,,
,,,,,,,,,,,,,
Bauwerk,253,S Wollankstr.,,4594570,5826680,130003,9130003,,,,,,
Zwischenpunkt,13,"Bahnsteig, Treppe zum Zugangsbereich Wollankstraße",1,4594567,5826658,9745763,,,,,,,
Zwischenpunkt,16,"Bahnsteig, Aufzug um Zugang Nordbahnstraße",1,4594548,5826670,9745766,,,,,,,
Zugang und ÖV,10,Bushaltestelle Nordbahnstraße gegenüber Sternstraße,0,4594441,5826749,9745760,,,,,,,
Zwischenpunkt,12,"Bahnsteig, Treppe zum Zugangsbereich Sternstraße/Schulzestraße",1,4594450,5826775,9745762,,,,,,,
ÖV,1,"Bahnsteig Gleis 3+4, S-Bahn",1,4594508,5826713,9745751,,,,,,,
Zugang,3,Zugang Schulzestraße,0,4594451,5826801,9745753,,,,,,,
Zugang und ÖV,6,Bushaltestelle Wollankstraße hinter Steegerstraße,0,4594574,5826610,9745756,,,,,,,
Zugang und ÖV,7,Bushaltestelle Wollankstraße hinter Schulzestraße,0,4594615,5826670,9745757,,,,,,,
Zwischenpunkt,15,"Zugangsbereich Wollankstraße, Treppe zum Bahnsteig",0,4594570,5826653,9745765,,,,,,,
Zugang,17,Zugang (Aufzug) Nordbahnstraße,0,4594546,5826667,9745767,,,,,,,
Zugang und ÖV,5,Bushaltestelle Wollankstraße hinter Nordbahnstraße,0,4594541,5826604,9745755,,,,,,,
Zugang und ÖV,8,Bushaltestelle Wollankstraße hinter Brehmestraße,0,4594665,5826690,9745758,,,,,,,
Zugang,2,Zugang Nordbahnstraße/Sternstraße,0,4594421,5826761,9745752,,,,,,,
Zugang,4,Zugang Wollankstraße/Nordbahnstraße,0,4594563,5826642,9745754,,,,,,,
Zwischenpunkt,14,"Zugangsbereich Sternstraße/Schulzestraße, Treppe zum Bahnsteig",0,4594444,5826780,9745764,,,,,,,
,,,,,,,,,,,,,
Bauwerk,254,S Wilhelmsruh,,4592510,5828490,84101,9084101,,,,,,
Zwischenpunkt,7,"Bahnhofshalle, Treppe zum Bahnsteig",0,4592510,5828448,9745707,,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zur Bahnhofshalle",1,4592496,5828455,9745706,,,,,,,
Zugang,2,Zugang Kopenhagener Straße,0,4592504,5828433,9745702,,,,,,,
Zugang,3,Zugang Hauptstraße,0,4592521,5828458,9745703,,,,,,,
Zugang und ÖV,4,Bushaltestelle Kopenhagener Straße vor gegeüberliegender Lengeder Straße,0,4592518,5828364,9745704,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",1,4592457,5828487,9745701,,,,,,,
Zugang und ÖV,5,Bushaltestelle Kopenhagener Straße vor Lengeder Straße,0,4592554,5828505,9745705,,,,,,,
,,,,,,,,,,,,,
Bauwerk,255,S Waidmannslust,,4589540,5831220,94101,9094101,,,,,,
Zugang und ÖV,7,Bushaltestelle Waidmannsluster Damm hinter Jean-Jaurès-Straße,0,4589454,5831243,9745657,,,,,,,
Zwischenpunkt,11,"Bahnhofshalle, Aufzug zum Bahnsteig",0,4589550,5831257,9745661,,,,,,,
Zwischenpunkt,9,"Bahnhofshalle, Treppe zum Bahnsteig",0,4589553,5831254,9745659,,,,,,,
Zwischenpunkt,10,"Bahnsteig Gleis 1+2, Aufzug zur Bahnhofshalle",1,4589551,5831255,9745660,,,,,,,
Zugang und ÖV,6,Bushaltestelle Waidmannsluster Damm vor Jean-Jaurès-Straße,0,4589491,5831249,9745656,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Treppe zur Bahnhofshalle",1,4589566,5831238,9745658,,,,,,,
ÖV,1,"Bahnsteig Gleis 1+2, S-Bahn",1,4589598,5831196,9745651,,,,,,,
Zugang und ÖV,4,Bushaltestelle Jean-Jaurès-Straße vor Waidmannsluster Damm,0,4589538,5831235,9745654,,,,,,,
Zugang und ÖV,5,Bushaltestelle Jean-Jaurès-Straße hinter Waidmannsluster Damm,0,4589527,5831230,9745655,,,,,,,
Zugang,2,Zugang Oraniendamm/Zabel-Krüger-Damm,0,4589540,5831270,9745652,,,,,,,
Zugang,3,Zugang Artemisstraße/Waidmannsluster Damm/Jeun-Jaurès-Straße,0,4589529,5831258,9745653,,,,,,,
,,,,,,,,,,,,,
Bauwerk,257,S Frohnau,,4587392,5834125,92201,9092201,,,,,,
Zugang und ÖV,5,Bushaltestelle Ludolfingerplatz vor Maximiliankorso,0,4587307,5834109,9745555,,,,,,,
Zwischenpunkt,10,"Bahnhofshalle, Aufzug zum Bahnsteig",0,4587410,5834106,9745560,,,,,,,
Zugang und ÖV,4,Bushaltestelle Ludolfingerplatz hinter Welfenallee,0,4587358,5834045,9745554,,,,,,,
Zwischenpunkt,13,"Bahnhofshalle, Stufen zum Zugang Ludolfinger Platz",1,4587388,5834100,9745563,,,,,,,
Zugang,2,Zugang Frohnauer Brücke,0,4587405,5834118,9745552,,,,,,,
Zugang und ÖV,14,Bushaltestelle Ludolfingerplatz vor Welfenallee,0,4587335,5834005,9745564,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,-1,4587465,5834047,9745551,,,,,,,
Zwischenpunkt,9,"Bahnhofshalle, Treppe zum Bahnsteig",0,4587416,5834107,9745559,,,,,,,
Zwischenpunkt,11,"Bahnhofshalle, Fahrtreppe vom Bahnsteig",0,4587419,5834109,9745561,,,,,,,
Zwischenpunkt,8,"Bahnsteig, Fahrtreppe zur Bahnhofshalle",-1,4587425,5834102,9745558,,,,,,,
Zugang,3,Zugang (Stufen) Ludolfinger Platz,0,4587387,5834099,9745553,,,,,,,
Zwischenpunkt,7,"Bahnsteig, Aufzug zur Bahnhofshalle",-1,4587412,5834104,9745557,,,,,,,
Zwischenpunkt,12,"Bahnhofshalle, Tür zum Zugang Ludolfinger Platz",0,4587390,5834101,9745562,,,,,,,
Zwischenpunkt,6,"Bahnsteig, Treppe zur Bahnhofshalle",-1,4587422,5834100,9745556,,,,,,,
,,,,,,,,,,,,,
Bauwerk,256,S Hermsdorf,,4588680,5832460,93201,9093201,,,,,,
Zwischenpunkt,13,Rampe am Zugang Glienicker Straße/Wachsmuthstraße,-1,4588776,5832334,9745613,,,,,,,
Zwischenpunkt,10,"Durchgang, Treppe zum Bahnsteig",1,4588731,5832314,9745610,,,,,,,
Zugang,2,Zugang (Rampe) Heinestraße/Fellbacher Platz,0,4588724,5832299,9745602,,,,,,,
Zugang,5,Zugang (Aufzug) Park+Ride Glienicker Straße,0,4588621,5832502,9745605,,,,,,,
Zugang,7,Zugang (Rampe) Max-Beckmann-Platz/Hermsdorfer Damm,0,4588586,5832487,9745607,,,,,,,
Zwischenpunkt,19,"Unterführung, Fahrtreppe zum Bahnsteig",-1,4588600,5832489,9745619,,,,,,,
Zwischenpunkt,23,"Unterführung, Rampe zum Zugang Max-Beckmann-Platz/Hermsdorfer Damm",-1,4588595,5832492,9745623,,,,,,,
Zwischenpunkt,26,"Zugangsbereich Bahnhofplatz, Stufe zum Zugang Bahnhofplatz",1,4588643,5832526,9745626,,,,,,,
Zwischenpunkt,17,"Unterführung, Treppe zum Bahnsteig",-1,4588602,5832490,9745617,,,,,,,
Zugang und ÖV,8,Bussteig S Hermsdorf Vorplatz,0,4588663,5832522,9745608,,,,,,,
Zwischenpunkt,9,"Bahnsteig, Treppe zum Durchgang",2,4588726,5832320,9745609,,,,,,,
Zwischenpunkt,20,"Unterführung, Treppe zum Zugang Park+Ride Glienicker Straße",-1,4588617,5832501,9745620,,,,,,,
Zwischenpunkt,18,"Unterführung, Aufzug zum Bahnsteig",-1,4588607,5832496,9745618,,,,,,,
Zwischenpunkt,16,"Bahnsteig, Fahrtreppe von der Unterführung",2,4588605,5832481,9745616,,,,,,,
Zugang,4,Zugang (Treppe) Park+Ride Glienicker Straße,0,4588623,5832492,9745604,,,,,,,
Zwischenpunkt,15,"Bahnsteig, Aufzug zur Unterführung",2,4588605,5832495,9745615,,,,,,,
ÖV,1,Bahnsteig Gleis 1+2,2,4588671,5832395,9745601,,,,,,,
Zwischenpunkt,14,"Bahnsteig, Treppe zur Unterführung",2,4588608,5832482,9745614,,,,,,,
Zwischenpunkt,11,"Durchgang, Rampe zum Zugang Heinestraße/Fellbacher Platz",1,4588735,5832305,9745611,,,,,,,
Zwischenpunkt,25,"Zugangsbereich Bahnhofplatz, Treppe zur Unterführung",1,4588637,5832520,9745625,,,,,,,
Zugang,6,Zugang (Stufe) Bahnhofplatz/Hermsdorfer Damm,0,4588645,5832528,9745606,,,,,,,
Zwischenpunkt,24,"Unterführung, Treppe zum Zugangsbereich Bahnhofplatz",-1,4588632,5832516,9745624,,,,,,,
